,country,description,points,price,variety
64243,Italy,"This creamy Tuscan Chardonnay shares many characteristics with its distant cousin in California. It shows a decidedly New World style, with aromas of vanilla cream, dried apricot, honey, peach cobbler and crème brûlée. The finish is marked with a spicy toasted-oak intensity.",92,120.0,Chardonnay
83851,US,"A rich, ripe and complex Cabernet, with classic Napa tannic structure. Not quite up there with the winery's higher-priced Dollarhide or Elu bottlings, but showing similar elegance and taste. Brims with blueberry, mocha and cedar flavors that should develop over the next four years.",90,35.0,Cabernet Sauvignon
41493,US,"Lead pencil and hints of gravel come from Red Mountain fruit, with some of the welcome funk and grit in place from the Boushey Vineyard. Lovely aromas suggest violets and white pepper and hints of smoky chocolate. Smooth, tart, tasting of cherry and berry.",89,34.0,Syrah
48600,France,"An interesting Chard that offers quite sweet notes of stewed peaches, orange marmalade and overripe honeydew. Big and a bit clumsy in the mouth, more vibrancy and freshness is needed to keep things in better balance. However, if you like 'em sweeter, this one's for you.",84,12.0,Chardonnay
77725,US,"Basic Chard, if thin, with just enough peaches and cream, vanilla and toast flavors to satisfy.",83,7.0,Chardonnay
82458,US,"A pretty good, everyday Chardonnay that gives consumers the buttered toast and vanilla notes that come from oak, on top of a friendly, pineapple-flavored Chardonnay. A little one-dimensional, but will satisfy lots of wine drinkers.",85,18.0,Chardonnay
78722,Italy,"This bright Sauvignon offers an aromatic medley of stone fruit, papaya, dried hay and fragrant yellow rose. The wine has good structure and a polished, clean finish that would work with fried finger foods or mozzarella bites.",87,19.0,Sauvignon
36722,Italy,"Musella is a producer of very good reputation in the non-Classico zone, with some of Valpolicella's most beautiful vineyards. This plump ripasso offers density, with loads of sweet berry flavors to boot. Pair it with polenta and gorgonzola cheese. Imported by Vintners Estate Direct Importing.",87,14.0,"Corvina, Rondinella, Molinara"
4265,US,"This wine gives a clear, clean shot of pure raspberry fruit, lightly dusted with coffee and cocoa. A whiff of smoke drifts across the finish as the wine quickly thins out.",89,38.0,Malbec
37314,US,"Though labeled Cabernet, it's a full-on, four-grape Bordeaux-style blend. It sports a classic Cabernet nose, dusty, smoky, with cherry tobacco, forest floor and a whiff of barnyard. The fruit remains tart and showing a fair amount of acidity; the tannins stiff and the mouthfeel tight but sensual. Give this one until 2017 to pull itself together.",92,90.0,Cabernet Sauvignon
2742,Italy,"Dark berry, tilled earth and gamey aromas lift out of the glass. The firm palate offers black cherry, chocolate, peppermint and oak alongside tightly packed tannins that leave an astringent finish. Drink after 2018.",89,50.0,Nebbiolo
67397,US,"A bit earthy and dry, with rich blackberry, tobacco and cedar flavors and a cherry-chocolate edge. Nice, firm tannins round out the finish. Drink now.",85,29.0,Merlot
84008,US,"Very lush and ripe in blackberry, cherry, currant and cassis flavors, with an oaky overlay, and there's a minerality toward the end that smacks of the soil. With an acidic jamminess and fierce tannins, the wine feels austere and remote. Give it 6 or 7 years in the cellar to come around.",91,75.0,Cabernet Sauvignon
60838,Italy,"Sengia Rossa is a blend of Corvina, Rondinella, Merlot and other varieties that shows plush, rich concentration and a soft, velvety feel. Aromas here include black cherry, cassis, leather, tobacco and a touch of licorice.",88,20.0,Red Blend
18012,US,"It's easy to like this soft, smooth wine, with its cherry jam, blackberry liqueur, milk chocolate, sweet licorice, pepper and sandalwood flavors. It feels extravagant and seductive in the mouth, making you want another sip. The blend is Grenache, Syrah and Mourvèdre.",88,40.0,Rhône-style Red Blend
58003,US,"Estimating the ageability of a Pinot Noir can be tricky. This one, with hefty tannins, brisk acidity and loads of fresh primary fruit, seems to be ageworthy. Give it 5-6 years to let the structural elements begin to resolve and for the flavors of blackberry jam, Chinese tea, mushroom and spice to develop secondary characteristics.",94,42.0,Pinot Noir
99568,US,"So good, it makes you want to shout. Possesses the beautifully ripe flavors that are expected of a great vintage, such as blackcurrant, cherry, white chocolate and cassis, with extra edges of smoky caramel and vanilla. The tannins are perfect, soft and easy, but as rich and complex as a Renoir. Differentiates itself from Napa with its softness and accessibility, but as great as anything from across the Mayacamas.",96,50.0,Cabernet Blend
29053,US,"Young, tart and compact, this is still in the primary fruit phase of its development. Clean, impactful and nicely structured, its flavors run from cranberry to raspberry to light cherry, all running deep enough to suggest tucking it away in the cellar for a few more years.",90,55.0,Pinot Noir
47751,Italy,"A slightly copperish hue suggests this wine has been made according to Pinot Grigio tradition (in which the wine sees longer contact with the skins). You'll get aromas of peach, nectarine, and honeysuckle followed by a crisp-clean mouthfeel.",86,18.0,Pinot Grigio
35703,US,"As rich as it is, this is a somewhat generic Cabernet. It's ripe and fruity and oaky, with appealing blackberry, currant and smoky wood flavors, wrapped into firm tannins. With a sweet finish, it's flashy, if not particularly complex or ageworthy.",89,60.0,Cabernet Sauvignon
76104,US,"A lovely, complex and flavorful Cab, but also tannic, giving it a lockdown feeling. There's a rich core of blackberries, black currants, spices and herbs, while new oak gives it a savory smokiness. Better after 2010, and should glide through 2014.",92,42.0,Cabernet Sauvignon
80537,US,"I've found variability in Especial, despite its high price. It shows an artisinal, vintage-driven nature that can be beguiling or rough. The '04 is a bit of both. It's not a smooth, seductive Zin. The tannins are too feral. But it is interesting, with complex blackberry, blueberry, cherry and Asian spice flavors. Try aging, but not too long. You don't want to lose that fresh fruit.",88,36.0,Zinfandel
61972,US,"The current downturn in demand for both grapes and expensive wines only helps A to Z; there is more good fruit to purchase, and plenty of demand at a $12 price point. This new Pinot Gris is fresh and racy, with a mineral-driven acidity underlying the clean fruit, tasting of pears and pear skin.",88,12.0,Pinot Gris
54944,US,"Huge, ripe flavors of blackberry and plum jam, mocha, black currants, anise and cedar mark this wine, grown in the rugged hills of southern Monterey County. It's quite tannic and dry, but doesn't seem to be an ager, so drink up.",88,29.0,Cabernet Sauvignon
1091,US,"Fresh fruit flavors suggest a bowl full of berries and cherries. Crisp acids help to focus the wine, with spot-on varietal flavors and balance. Both elegant and complex, it's a lovely bottle from an under-the-radar producer.",90,40.0,Pinot Noir
47138,US,"Riper than you usually get from this Salinas Valley appellation, and more pleasing. It's rich in blackberries, cherries, plums and herbs, with a dry, spicy finish and firm tannins. Good value.",87,15.0,Cabernet Sauvignon
8943,Italy,Barriano is a rosemary green and slightly vegetal blend of Merlot and Cabernet Sauvignon that is balanced out by a good dose of plump red cherry in the mouth.,85,16.0,Red Blend
80585,US,"Jammy and fresh, with ripe, rich fruit. Apricot, Fig Newton, peach cobbler, crème caramel, honey, vanilla and toast flavors all mingle into a complex, spicy finish. The price of dryness is high alcohol, but the wine never tastes hot.",88,24.0,Roussanne
31992,Italy,"This luminous white wine benefits from added aromatic intensity in the form of creamy lemon zest, almond blossom and stone fruit. There's good density and richness here and the wine ends with generous fresh fruit flavors.",87,15.0,White Blend
26139,Spain,"Heavy and dark in color, this is stalky on the nose, with a compost component that doesn't scream “fresh and ready.” It feels fairly snappy, but it tastes tart and slightly vegetal before finishing with rhubarb flavors.",82,12.0,Trepat
61959,US,"Helped by extra bottle age, this Syrah is the best of the latest releases from Cliff Creek. Balanced and varietal, its spicy berry fruit is highlighted with grapefruity phenolics. Flavors penetrate and stand up well into a medium-long, balanced finish.",88,25.0,Syrah
12269,France,"Ripe but minerally, all flint and crisp fruit along with the richness from the structure and green plum and wood flavors. This blending of fruit from a number of Chablis Premier Cru vineyards shows the rich, ageworthy nature of 2005.",88,29.0,Chardonnay
102800,US,"This is what might be called old-style Washington Cabernet. The fruit is mixed liberally with bell pepper and dill; there is plenty of tannin and a distinctly earthy aroma of the barnyard that carries well into the finish. For some, it will be pleasantly reminiscent of cru Bourgeois Bordeaux.",85,12.0,Cabernet Sauvignon
92077,Italy,"Ribolla Gialla is a naturally creamy, soft variety, but this expression favors tonic soda aromas and tart lemon candy that help shape a racy and zesty impression overall.",85,18.0,Ribolla Gialla
18974,France,"Just touching maturity, this is a wonderful wine. With intense acidity, yeast, minerality and a beautiful final citrus texture, this is ready to drink but will age for many years.",95,95.0,Champagne Blend
28510,US,"An interesting wine you can call intellectual. Its appeal is as much conceptual as hedonistic. It's the opposite of today's soft, sweet fruit bombs, being bone dry and somewhat austere, showing a tightly knit tannic structure. With an explosive, but controlled, central core of blackberries, it's a cellar candidate. It will be fascinating to try this wine after 2014.",92,65.0,Cabernet Sauvignon
78767,US,"From the winery formerly known as Napa Ridge comes this modestly priced Cab. It's nicely ripe in all kinds of luscious blackberry, cherry and cocoa flavors, and although it's from the hot region of Lodi, somehow it manages to have crisp acidity.",84,10.0,Cabernet Sauvignon
63439,US,"There's something old-fashioned about this wine, in its strong, edgy tannins and rustic mouthfeel. Yet it's high and hot in alcohol, with extracted, jammy cherry and raisin flavors. Doesn't seem to be an ager, so drink now.",85,44.0,Bordeaux-style Red Blend
91130,France,"An absolute gem from respected Languedoc produer Gérard Bertrand. The aromas draw you in immediately with intense, brooding notes of coffee, black fruit preserves, cocoa and tea leaves. The mouth, like crushed velvet, offers more black plum and blueberry preserve notes while dusty tannins dance in your mouth. Garrigue spice lingers in the finish. Hold until 2010–2013.",92,69.0,Rhône-style Red Blend
5762,US,"An unusually deep color and black-cherry flavors help make this wine concentrated and full bodied. A thick layer of tannins puckers the mouth, but will help the wine pair with a roast or rich risotto. It's made from 76% Grenache and 24% Syrah.",87,36.0,Rhône-style Red Blend
81252,US,"Shows good Syrah character, a rich, spicy, full-bodied wine with luscious flavors of blackberries, black cherries, figs and tangerine zest. There's also a tangy minerality that gives the wine backbone and verve. Shows the promise of this mountainous Lake County appellation.",88,25.0,Syrah
75313,Italy,"Very floral and delicate, this is a wonderful Prosecco Extra Dry with an interesting blend of floral and fruit aromas that come together in a generous, harmonious whole. It's easy and approachable and would pair well with lightly grilled sea bass or fresh water fish.",87,18.0,Prosecco
51987,Italy,"Terre di Sofia is an oak-aged Chardonnay, with lemon zest, vanilla, exotic fruit, pineapple and light shadings of exotic spice. It's smooth and supple in the mouth.",87,29.0,Chardonnay
58425,Spain,"Smoky and meaty smelling to begin with, like a mix of barbecued spare ribs and roasted berries. The palate is full, tannic and drying, with bacon, hickory and baked blackberry flavors mixed with herbs. Hard and clacky on the finish, but flavorful and solid throughout.",87,18.0,Tempranillo
38113,Spain,"Jammy berry aromas are fiery and aggressive. In the mouth, this is sticky in feel, with huge, grabbing tannins and blocky ripeness. Chocolate and vanilla drape overripe black-fruit flavors, while the finish is heavy, chewy and tastes like fudge. Drink this forceful, oaky RDD now through 2020.",91,125.0,Tinto Fino
86248,Italy,Here's a floral and delicate Cartizze with musky notes and a pretty embroidery of fruit salad. There are delicate mineral nuances that give it linearity and the pulpy fruit gives it texture and persistence.,88,23.0,Prosecco
24540,Italy,This blend of Sangiovese and Canaiolo is enhanced with a small percentage of Merlot. That addition heightens the wine's softness and renders a richer mouthfeel.,85,10.0,Sangiovese
70126,Italy,"Honey, peach, citrus and dried herbs comprise the nose of this simple Pinot Grigio. In appearance, the wine is almost transparent with a touch of gold and the mouthfeel is equally light and easy. The screwcap bottle has a cute picture of a green Vespa on the label to reinforce its all-Italy, Dolce Vita appeal.",85,12.0,Pinot Grigio
102931,France,"Undoubtedly one of the two star properties in Moulis. Its quality is impeccable: a Cabernet-dominated wine, with superrich black currant flavors that retain great structure and aging ability. Enjoy this wine in 5–10 years.",92,25.0,Bordeaux-style Red Blend
63923,US,"Soft and jammy, with raspberry and red licorice flavors and a streak of brambles, nettles and peppery spices. It's a good, dry wine, but would benefit from greater structure. A Syrah-based Rhône-style blend.",86,16.0,Rhône-style Red Blend
31587,US,"The pretty fragrance comes with cotton candy highlights, along with a note of tangy red fruit. It's concentrated and deep, with appealing purity of flavor and the structure to age for over a decade.",92,60.0,Pinot Noir
26933,US,"This is made from fruit that's sourced mostly from Mercer's Spice Cabinet Vineyard in the Horse Heaven Hills, with some Tablas clone Syrah from the Rattlesnake Hills. It's a tasty wine but it seems incomplete. It has a ripe purple-fruit flavor, and it comes with plenty of power, but there's a hole in the middle. The finish kicks in with a splash of molasses.",88,41.0,Petite Sirah
88826,Italy,"This is a very informal and easygoing red table wine that would taste great with pizza. It opens with a bright ruby color and shows aromas of cherry, raspberry and toasted almond.",85,10.0,Red Blend
63617,US,"Robust and full-bodied, with jammy flavors of blackberries, cherries and currants, liberally sprinkled with crushed black pepper and cocoa. Dry and tannic, it's a Bordeaux blend, with Sangiovese and Syrah.",85,43.0,Red Blend
83570,US,"Made from all five classic Bordeaux varieties, this is a rich, softly tannic and delicious wine. It brims with jammy blackberry, dark chocolate and sweet cedar flavors, in a sweetly chewy texture that hints at further ageability. Drink now–2015.",92,50.0,Bordeaux-style Red Blend
103414,France,"A soft wine that has easy but attractively ripe fruit. This is not a wine for aging, but in 2003, the estate has made a very drinkable wine. Patache stands for an ancient coaching inn, recollected on the wine's label by a coach and horses. Imported by Grands Chais de France.",85,24.0,Bordeaux-style Red Blend
74444,US,"An upscale white wine made in the white Bordeaux style. It was partially aged in oak, on the lees, bringing a creamy, yeasty freshness to the citrus, tropical fruit and green grass flavors that are totally dry. Brisk acidity makes for a clean scour. A brilliant wine to drink with everything from goat cheese appetizers through firm fleshed fish like halibut to roast chicken.",92,45.0,Sauvignon Blanc
15610,US,"One thing you can depend on concerning Clos du Val's Cabernets is that they're elegant. The winery resolutely refuses to kowtow to the modern style of ultraripe, extracted fruit, high alcohol and massive oak. This lovely Cab, which contains a drop of Merlot, defines their style, and is a joy to drink. It has rich, complex cherry and blackberry flavors, flecked with earth and herbs, and is just beginning a long journey. Now–2021, at least.",94,75.0,Cabernet Sauvignon
46494,US,"DDO's Chardonnay comes as close to white Burgundy as you will find in Oregon. Amazing finesse, with crisp, detailed aromas mixing flowers, peaches, melon and almonds. Impressive texture and a long, elegant and precisely-detailed path across the palate.",92,27.0,Chardonnay
68935,Spain,"Roasted plum and raspberry aromas offer accents of vanilla, dill and dry wood. The palate is big, a little soft and chubby in the middle, with savory, herbal black fruit flavors that are meaty and deep. Finishes earthy, herbal and with integrity. This is Monastrell that's ready to go.",89,19.0,Red Blend
101402,Italy,"Very compact and clean in its aromatic delivery with banana, Golden Delicious apple and attractive hints of toasted almond in the background. Creamy, smooth and supple in the mouth with a touch of zesty spice on the finish. Imported by Prestige Wine Imports Corp.",88,10.0,Pinot Grigio
26243,Spain,"Tarry, stalky aromas fail to make much of a statement. This is high in acid and rugged in the mouth, with a mixture of herbal red-fruit flavors and distinct stalkiness. A grating finish is racy and hot.",83,9.0,Garnacha
10742,US,"Polished and creamy, this is made to appeal to the popular style. It's rich and ripe in tangerine, apricot and lime fruit, with toasty, vanilla overtones. Brightened by crisp acidity, it's a lovely wine to drink now.",90,50.0,Chardonnay
52074,US,"Made in the rich, ripe, over-the-top style that winemaker Mark McNeilly uses for his own Mark Ryan Viogniers, this is a superconcentrated wine with more than a passing resemblance to limoncello. Along with that comes notes of Key lime, candied pineapple and a bit of alcoholic heat. Some will find it excellent, others a little too extravagant.",90,35.0,Viognier
12800,US,"Rustic and thin-flavored, with odd citrus and medicinal flavors.",82,13.0,Pinot Gris
96182,US,"The winery's selection of its best barrels makes a fascinating wine, showing mixed Asian spices, supple fruit and beautiful fine-grained tannins. Muscular and detailed, it has a bit of an alcoholic kick to the finish. Powerful and very well-crafted.",94,50.0,Red Blend
26337,US,"Made from estate-vineyard fruit, this Merlot is medium bodied, and it has a mix of red fruit flavors, plus grace notes of leaf and mushroom. The finish leaves an impression of dried toast.",88,36.0,Merlot
100113,Spain,"This wine shows the potential and power of Valdeorras Godello, but at a fair price. It has a lot of minerality and acidity, but also a boatload of kiwi, green apple, papaya and white pepper. Unconventional for Spanish white wines and very much worth a look.",90,18.0,Godello
35849,France,"Fresh strawberry aromas set the scene for a bright, red berry flavored wine. It has vibrant, vivid acidity and exotic perfumes. The tannins, however, do suggest that this is a bigger, tougher wine than the fruit offers. Over the next few months, it is likely to fill out and become more dense.",88,70.0,Pinot Noir
31524,US,"Spicy and exuberant, if not particularly subtle, a big, juicy wine to drink with steaks and roasts. Bone dry, and pretty tough in tannins, it has flavors of blackberries, leather, cola, coffee and pepper. Ready now.",86,35.0,Syrah
93685,Spain,"Cepas Vellas refers to old vines, but what's most noticeable on this wine is the popcorn and cream that characterizes both the nose and mouth. In between the oak-aided folds there's melon, waxy papaya and banana flavors sitting on a plump, cushioned palate. It's a holdover from 2005, so drink it while you have it.",87,18.0,Albariño
44120,US,"This is a generic red wine. It's soft, with berry and coffee flavors and a scour of tannins on the finish, and dryish overall. Versatile with a wide range of things.",84,11.0,Sangiovese
59452,France,"While the surface of the wine is firmly tannic, the fruit brings in the richness and opulence underneath. The combination equals a ripe, wood-aged wine, with dry tannins that are beginning to integrate into the fruit.",90,61.0,Pinot Noir
43411,France,"Branded Bordeaux has a deservedly spotty reputation, but this year's Mouton Cadet aims to start turning that around. Cherries and chocolate on the nose, followed by smoky, earthy tobacco and black-cherry flavors. A silky texture makes it ready to drink now.",86,8.0,Bordeaux-style Red Blend
11832,France,"A dense wine, tannic and firmly structured. It's one of those wines that are not for the faint-hearted with its power, concentration and medicinal character. Age for several years.",91,40.0,Malbec
35605,Italy,"Clean and polished, this Chardonnay opens with very subtle tones of vanilla, peach and passion fruit. There's just enough structure to create rich, creamy sensations.",87,19.0,Chardonnay
65969,Italy,"Benito Ferrara delivers a very nice Fiano di Avellino that lives up to the excellent reputation of the wine thanks to its precise mineral tones and background notes of stone fruit and honeysuckle. A Marc de Grazia selection, various American importers.",85,32.0,Fiano
3403,US,"Baked strawberry and a bittersweet note of cherry play off the palate around a medium-bodied frame of subtle tannin and oak. Dried cranberry comes in as a secondary detail, before the wine finishes in a blaze of leather and black tea.",87,25.0,Pinot Noir
37348,US,"Very soft and direct, this Syrah offers lush flavors of blackberries, currants, dark chocolate, smoky oak and pepper. It seems at its best now.",85,55.0,Syrah
4608,US,"This vineyard designate from Yountville is packed with compact tannin and rich oak yet nicely balanced by crisp ranberry, cherry and clove flavors. Light black-pepper notes add seasoning.",90,80.0,Cabernet Sauvignon
73642,US,"Super dusty, leathery and big shouldered, this is also quite bright and drinkable. Made using grapes sourced from old vines planted within the Esola Vineyard.",87,25.0,Zinfandel
18886,US,"Slightly fizzy at first, but honey and almond jump out from the start as the wine finishes light and dry.",85,14.0,Riesling
73924,France,"Rounded and rich, this is an impressive wine. It has weight, with ripe yellow and white fruits to go with the intense acidity and citrus edge. The finish is crisp and taut. It's worth aging this wine for 2–3 years.",91,45.0,Sauvignon Blanc
72181,US,"Simple and harsh in texture, with wild berry, cola and pepper flavors wrapped into hard, green tannins that make the aftertaste bitter.",82,24.0,Zinfandel
24149,France,"If pink could have a taste, this is the wine. From hand-picked 100% Cabernet Franc, it is all about bright fruit and red berries. Soft with touches of caramel, it delivers good acidity at the end.",84,20.0,Rosé
74376,Italy,There is definitely some good ripeness here but cherry and farmyard tones are hampered by a bit too much sulfur while the short finish shows some nice leather but also a funky undertone. Not the best of its class.,83,35.0,Nebbiolo
27112,Spain,"A fine Cava with easygoing white fruit aromas and a cushioned, full and round palate. Tastes rich and honeyed, with toasty, nutty, dry apple and pear flavors. Elegant and complex, with texture and style.",91,50.0,Sparkling Blend
26526,Italy,"This is a lovely Morellino that delivers lively and easy aromas of cherry, blackberry and plum. As the wine is aged only in stainless steel to preserve its freshness, the integrity of the fruit is remarkable, and the mouthfeel is bright and focused.",88,17.0,Sangiovese
102900,US,"DDO's Chardonnay comes as close to white Burgundy as you will find in Oregon. Amazing finesse, with crisp, detailed aromas mixing flowers, peaches, melon and almonds. Impressive texture and a long, elegant and precisely-detailed path across the palate.",92,27.0,Chardonnay
57973,US,"For fans of semisweet bubbly in a bright salmon shade, this sparkler offers a confected nose reminiscent of watermelon Jolly Ranchers. Softly pétillant with a heavy, syrupy texture, the palate is akin to liquid cotton candy.",83,13.0,Sparkling Blend
1599,France,"This is an attractively herbal rendering of Côtes du Rhône Villages, offering hints of flowering thyme, sage and rosemary that are rounded out by flavors of just-ripe cherries. It's a medium-bodied wine, with a long on the finish.",89,16.0,Rhône-style Red Blend
85050,US,"This is so delicious and classic, it's totally enjoyable now, but it has the structural balance to age for quite a while. It impresses for the complex blackberry, currant and cedar flavors and for the quality of the tannins, which are dramatically rich and ripe. Best now and for at least 10 years.",92,48.0,Cabernet Sauvignon
74422,Italy,"This is a big, brawny, plush, “international” Amarone that sees 4 years of oak and delivers thick layers of espresso coffee, chocolate fudge, wood toast and honey nut. It has a chewy-viscous mouthfeel, rounded off by caressing spice flavors and very good length on the finish.",91,56.0,"Corvina, Rondinella, Molinara"
21688,US,"Coming from a vineyard first planted by Mondavi in the late 1990s, this well-priced and widely available wine shows blackberry, violets, black pepper and just snapped dark chocolate on the nose. Fresh, lively black cherries and blueberries meld with fennel, tarragon and lots of herbal spice, all held together by smooth tannins.",92,18.0,Cabernet Sauvignon
2086,US,"This splendid, resonant, beautifully detailed wine captures everything that is most desirable in the 2014 vintage. Blackberry and black cherry fruit, adorned with a sprinkling of Sumatra coffee beans, rocks on with polished tannins. The pleasing roasted character is just right to power it through a clean, sexy finish. Drink now and on through 2026.",95,45.0,Pinot Noir
97949,US,"This wine shows some stuffing, with black cherry/black olive flavors and thick, rough tannins. Notes of moist earth, barnyard and alcohol burn through the finish. Though the label says 14% alcohol, itfeels higher.",85,30.0,Merlot
54296,US,"New, eco-friendly minimalist packaging and estate-grown fruit push this distinctive Walla Walla Valley Syrah to the front ranks. Juicy, sappy, tart and tangy boysenberry fruit flavors run through the bright midpalate. Tannins are soft and supple, with plenty of lemony acidity backing them up.",90,24.0,Syrah
19805,Spain,"Earthy aromas of brick dust blend with spiced cherry and tomato notes. A chewy, solid palate registers as correct, while this tastes of ripe, candied berry fruits and chocolate. A long, warm, slightly oaky finish sends this on its way.",88,15.0,Tempranillo Blend
32394,US,"A good Zinfandel, dry and rich in the thick tannins you'd expect off Howell Mountain. The blackberry, cassis and cedar flavors are liberally spiced with pepper. Loses a few points for a certain green herbaceousness.",86,50.0,Zinfandel
41683,US,"Here's a sweetly delicious young Pinot whose flavors are designed to please. It floods the mouth with raspberry and cherry jam, anise, cola, pepper and sandalwood notes, brightened with crisp acidity. Drink now.",88,28.0,Pinot Noir
1761,US,"The blend is 50% Merlot, 33% Cabernet Sauvignon and 17% Cabernet Franc, aged in 100% new French oak. The only wine from this producer that is a blend, it currently shows an abundance of barrel flavors. The baking spices overpower some of the signature elements that this distinguished vineyard imparts—the mineral, saline, iron and steel notes often found in Ciel's red wines. The fruit remains gorgeously ripe, and with a bit more bottle age those subtle flavors may reappear.",91,60.0,Bordeaux-style Red Blend
22977,Italy,"Fragrant and spicy, this savory wine delivers aromas of ripe black cherry, blackberry and white pepper that carry over to the palate. It's balanced with fresh acidity while soft, polished tannins give a smooth, easy-drinking texture.",88,15.0,Barbera
5619,France,"A subtle note of caramel adds richness to the baked apple aromas on the nose. On the palate, hints of chamomile tisane add to the baked apple flavors. The body is taut and linear. Rounded hints of baked apple persist even on the dry, clean and fresh finish.",92,54.0,Riesling
103267,Italy,"A distinctive offering marked by a beautiful seamless quality, some exotic aromatic notes and a unique bottle design. Cedar, sandalwood and a sweet dustiness on the nose open to a cherry and toasty oak palate. Dry and even in the mouth. The finish has fine-grained tannins and a lovely back-end bouquet. Drink now through 2007.",91,24.0,Sangiovese
45407,US,"Could almost be a Zinfandel, it's so jammy-fruity in raspberries, cherries, red currants and pepper, with firm tannins and a solid dose of acidity. It's also slightly sweet and one-dimensional.",84,35.0,Tempranillo
91547,US,"A lovely Riesling made in the off-dry style of a fine German Kabinett. It's crisp and sleek in acidity, with a mineral undertow to the peach, pineapple, gardenia and petrol flavors. Very pretty and polished with pan-fried trout almondine.",88,22.0,Riesling
75310,Italy,"Bubbly and bright, this is a luminous Prosecco Brut with pretty floral fragrances and clean mineral nuances. It has persistent bubbling and a compact texture that ends with zesty crispness and drying mineral tones.",87,17.0,Prosecco
20670,US,"One of the most beautiful package designs in the state introduces a fresh and toasty wine that translates this cool, wet vintage into a most delicate and enjoyable bottle of Pinot. Light cranberry and cherry fruit is set in a gently proportional bed of tart acid and pretty oak, 40% new.",90,37.0,Pinot Noir
64851,Spain,"This smells stalky and leafy, with a baked element. It shows tomato-driven acidity and red-leaning flavors of cranberry, tomato and raspberry that are touched up by notes of oak-based vanilla and dill. Tomato and tobacco flavors are key to the finish.",87,26.0,Tempranillo
18571,Spain,"Clean and approachable, with lemon-lime aromas leading to an easy, mildly crisp palate with lemon, lime and honeydew flavors. Sweet in accordance with standard extra dry guidelines, and also good for apéritifs and sparkling cocktails.",86,12.0,Sparkling Blend
89667,US,"When first opened it is tight and herbal, with the scent of blood. But the subtle hints of rock and spice that underlie the pristine cranberry fruit need some years to unwrap themselves. This new 2006 Schindler comes out swinging, its wild berry fruit laced with earthy, barnyard funk. Tastes like an unbridled mix of fruit and soil, spice and barrel, that adds up to a vibrant, earthy, alive Pinot.",91,42.0,Pinot Noir
83435,US,"Belle Vallée has made a nouveau-style Pinot Noir, very forward with light fruit flavors of strawberry candy.",84,17.0,Pinot Noir
31906,Italy,"The Lirano Soprano Barbera d'Alba is ripe with aromas of coffee and freshly ground espresso bean, followed by chocolate and a playful touch of white pepper. The fruit tones hold up nicely to round off the bouquet and the wine balances richness and freshness.",90,35.0,Barbera
84955,US,"A pure, varietal Cabernet Sauvignon, from a mix of Walla Walla vineyards. With a great Cabernet vintage, a new consulting winemaker (Robert Smasne) and excellent fruit sources, Skylite Cellars hits a real high note here. Lush black cherry fruit is framed in ripe, chewy tannins; the wine is dense and textural, with hints of herb and alcohol at a moderate 13.5%.",90,32.0,Cabernet Sauvignon
45988,US,"A tightly structured wine marked by apple and peach flavors, but there's a young earthiness that keeps it from being a mere fruit-fest. Lush, creamy and complex, with real density and weight. Lots to like here.",89,18.0,Chardonnay
58864,France,"Lemon and Anjou pear take the lead in this easy-drinking white, with secondary hints of faint toast and citrus rind adding depth and interest. It's balanced but there's a slight sharpness to the finish with a slightly pithy bitterness.",84,10.0,Chardonnay
51558,US,"This is bone dry, with lots of zesty acidity and flavors of sour cherry candy, pomegranate and persimmon, with a mushroomy earthiness. It should change over the next four years, although not necessarily improving. Try pairing it with steak, lamb or a rich cut of ahi tuna.",90,50.0,Pinot Noir
59983,US,"The vintage was particularly successful for Patz & Hall, which achieved ripeness and balancing acidity with a seemingly effortless touch. This wine is brilliantly clean and extraordinarily rich in pineapples, Meyer lemons, sweet limes and minerals. Grows better as it warms in the glass.",92,60.0,Chardonnay
55489,France,"A blend of equal parts Merlot and Cabernet Sauvignon, this is already a well-balanced, ready-to-drink wine. It has dusty tannins suspended easily in the black currant flavor, while the dry core brings weight. Drink now or age for two years.",87,15.0,Bordeaux-style Red Blend
31447,US,"Marked by zingy acidity, this Malbec shows Cabernet-like black currant flavors and strong, rich tannins. Bone dry, it needs a good steak to punch through the astringency.",86,35.0,Malbec
87583,US,"Entirely off the estate, this polished young Pinot offers a complex mélange of flavors, in a balanced structure. The tastes of root beer, red currants, licorice, gingersnap cookie and sweet oak are frankly delicious. Fine now, and should peak by 2010, then hold for several more years.",92,55.0,Pinot Noir
32840,US,"Dry and robust in tannins, this very fine Pinot Noir will benefit from some time in the cellar. With a silky texture, it shows tart coastal acidity framing flavors of sour red cherry candy, cinnamon, sandalwood and pepper. Best 2010–2012.",91,45.0,Pinot Noir
9983,Italy,"Notes of pink roses and wild flowers open the bouquet of this delicate selection. It offers cranberry and citrus flavors over an easy, fresh finish.",86,18.0,Carignano
72769,US,"A good Cabernet for drinking now, with polished tannins and candied flavors of blackberry pie filling, sour black cherry Lifesavers and sweet, smoky sandalwood.",87,60.0,Cabernet Sauvignon
22731,US,"This is a classic style of Cabernet that should improve with age. It smells like pencil shavings, tobacco and cedar, and tastes like dark chocolate and black cherry, while feeling very firm on the palate. It has fine-grained tannins, and a lingering dark chocolate and cherry finish. It will be best after 2018.",89,25.0,Cabernet Sauvignon
